Date,Open,High,Low,Close,Volume,Adj Close
2016-05-18,169.75,171.529999,167.669998,169.449997,3220700,169.449997
2016-05-17,168.589996,172.949997,167.649994,171.039993,5061300,171.039993
2016-05-16,161.919998,168.949997,161.309998,167.960007,5488100,167.960007
2016-05-13,160.660004,162.710007,159.119995,159.75,3127000,159.75
2016-05-12,164.039993,164.50,158.380005,161.279999,4101100,161.279999
2016-05-11,165.880005,166.270004,161.119995,163.050003,6146500,163.050003
2016-05-10,170.75,171.00,165.419998,166.210007,5434700,166.210007
2016-05-09,165.839996,172.360001,165.100006,169.490005,6545700,169.490005
2016-05-06,173.910004,176.800003,172.110001,173.940002,3059400,173.940002
2016-05-05,177.639999,179.699997,174.130005,175.220001,3554500,175.220001
2016-05-04,172.039993,178.149994,171.50,177.279999,4005500,177.279999
2016-05-03,175.800003,176.380005,172.00,174.360001,5471400,174.360001
2016-05-02,185.330002,185.330002,176.50,178.910004,10163400,178.910004
2016-04-29,189.50,201.00,189.00,194.300003,6950700,194.300003
2016-04-28,187.350006,190.330002,185.539993,186.020004,3382100,186.020004
2016-04-27,187.520004,189.070007,184.440002,187.949997,2246300,187.949997
2016-04-26,188.679993,190.880005,186.369995,188.25,1859000,188.25
2016-04-25,190.910004,192.410004,186.539993,188.039993,1754900,188.039993
2016-04-22,190.029999,192.699997,188.029999,190.759995,2007900,190.759995
2016-04-21,194.059998,195.960007,191.75,192.740005,1716200,192.740005
2016-04-20,193.50,194.759995,192.600006,193.669998,1493600,193.669998
2016-04-19,193.440002,195.25,190.669998,194.520004,2120700,194.520004
2016-04-18,191.919998,193.990005,191.259995,192.940002,1497100,192.940002
2016-04-15,195.320007,195.410004,191.759995,193.220001,1637900,193.220001
2016-04-14,194.979996,197.50,192.809998,195.720001,2031800,195.720001
2016-04-13,191.00,195.600006,190.419998,193.979996,3258200,193.979996
2016-04-12,186.029999,188.699997,185.580002,187.399994,1713600,187.399994
2016-04-11,185.759995,187.149994,184.759995,185.070007,1893600,185.070007
2016-04-08,184.600006,186.300003,182.699997,183.979996,1712800,183.979996
2016-04-07,185.740005,187.600006,181.440002,182.529999,1821100,182.529999
2016-04-06,183.570007,187.270004,183.020004,186.820007,1903000,186.820007
2016-04-05,187.630005,187.889999,182.149994,183.800003,2946800,183.800003
2016-04-04,190.389999,192.350006,187.509995,188.970001,1741800,188.970001
2016-04-01,188.789993,190.559998,185.889999,190.330002,2441100,190.330002
2016-03-31,189.479996,193.729996,189.380005,190.880005,2379000,190.880005
2016-03-30,191.050003,193.00,188.300003,189.889999,2733500,189.889999
2016-03-29,185.470001,191.479996,185.059998,189.839996,2517500,189.839996
2016-03-28,185.330002,186.00,182.270004,185.169998,1150400,185.169998
2016-03-24,181.460007,184.990005,181.029999,184.860001,1645700,184.860001
2016-03-23,187.600006,188.429993,181.820007,183.839996,2224200,183.839996
2016-03-22,185.270004,188.740005,185.00,188.399994,1570000,188.399994
2016-03-21,187.800003,189.800003,185.559998,187.119995,1598300,187.119995
2016-03-18,184.820007,189.699997,184.770004,187.919998,3243700,187.919998
2016-03-17,183.740005,184.979996,182.089996,183.440002,1777100,183.440002
2016-03-16,179.080002,183.050003,178.259995,183.050003,1897600,183.050003
2016-03-15,180.720001,182.570007,179.509995,180.220001,1622800,180.220001
2016-03-14,182.50,187.550003,181.75,182.020004,2734800,182.020004
2016-03-11,176.429993,183.860001,176.429993,182.979996,2843200,182.979996
2016-03-10,177.00,179.639999,173.759995,176.080002,2313400,176.080002
2016-03-09,173.559998,176.529999,169.279999,176.50,2806900,176.50
2016-03-08,175.050003,176.240005,172.639999,172.809998,2362400,172.809998
2016-03-07,178.00,180.00,175.889999,177.199997,1929300,177.199997
2016-03-04,178.970001,180.589996,175.25,178.550003,2934400,178.550003
2016-03-03,177.050003,178.940002,175.339996,177.300003,2499700,177.300003
2016-03-02,181.839996,182.00,175.259995,176.940002,3074700,176.940002
2016-03-01,175.690002,180.729996,175.380005,180.199997,4183300,180.199997
2016-02-29,172.199997,175.460007,171.360001,173.419998,3943000,173.419998
2016-02-26,175.240005,176.809998,172.199997,173.800003,8871000,173.800003
2016-02-25,160.050003,161.580002,156.00,158.220001,5608800,158.220001
2016-02-24,159.00,164.110001,154.789993,162.75,4531500,162.75
2016-02-23,167.199997,167.419998,159.639999,161.020004,4021600,161.020004
2016-02-22,166.539993,169.449997,164.300003,168.669998,3080700,168.669998
2016-02-19,160.00,166.00,159.149994,164.470001,3050100,164.470001
2016-02-18,165.240005,166.00,160.270004,160.699997,3311100,160.699997
2016-02-17,159.960007,164.699997,156.429993,163.529999,3831400,163.529999
2016-02-16,158.50,163.839996,155.419998,157.520004,5272500,157.520004
2016-02-12,148.00,154.149994,147.490005,152.729996,5583700,152.729996
2016-02-11,140.610001,143.419998,139.940002,141.210007,3063700,141.210007
2016-02-10,142.779999,149.809998,142.380005,143.779999,4123700,143.779999
2016-02-09,142.539993,145.309998,139.610001,140.679993,5245700,140.679993
2016-02-08,142.490005,147.199997,142.25,145.050003,4149700,145.050003
2016-02-05,151.850006,152.029999,144.479996,145.339996,4112700,145.339996
2016-02-04,154.119995,155.169998,150.630005,152.589996,3096400,152.589996
2016-02-03,155.839996,157.550003,150.839996,153.080002,3433000,153.080002
2016-02-02,162.100006,163.00,154.139999,154.820007,2749000,154.820007
2016-02-01,160.270004,161.899994,156.130005,161.100006,3629000,161.100006
2016-01-29,159.240005,163.639999,158.50,163.270004,4526100,163.270004
2016-01-28,161.869995,162.779999,154.529999,156.940002,4582900,156.940002
2016-01-27,167.089996,167.910004,157.419998,158.270004,4046100,158.270004
2016-01-26,166.669998,168.360001,162.889999,167.080002,2396600,167.080002
2016-01-25,171.119995,173.740005,167.309998,167.539993,2495000,167.539993
2016-01-22,173.550003,174.770004,168.770004,171.169998,2615200,171.169998
2016-01-21,165.990005,172.50,163.130005,169.559998,3478800,169.559998
2016-01-20,161.039993,169.330002,159.779999,164.990005,4982300,164.990005
2016-01-19,167.520004,171.839996,163.979996,166.029999,3410700,166.029999
2016-01-15,163.759995,165.309998,158.119995,163.919998,6342800,163.919998
2016-01-14,166.300003,174.880005,163.009995,172.229996,4056300,172.229996
2016-01-13,174.25,175.360001,164.00,166.039993,3929500,166.039993
2016-01-12,172.399994,173.490005,169.820007,172.910004,3026000,172.910004
2016-01-11,172.00,172.839996,167.710007,170.369995,3195900,170.369995
2016-01-08,177.589996,178.949997,170.720001,171.339996,4671400,171.339996
2016-01-07,176.300003,180.979996,171.460007,174.369995,6974100,174.369995
2016-01-06,185.029999,187.289993,183.559998,185.610001,2275800,185.610001
2016-01-05,186.710007,189.839996,185.339996,187.369995,3350800,187.369995
2016-01-04,181.289993,185.539993,180.600006,184.029999,4320000,184.029999
2015-12-31,190.580002,191.580002,188.330002,189.039993,1872300,189.039993
2015-12-30,195.179993,195.580002,192.00,192.130005,1316700,192.130005
2015-12-29,193.320007,195.559998,193.289993,194.679993,2037500,194.679993
2015-12-28,191.229996,193.630005,188.449997,192.800003,2202300,192.800003
2015-12-24,197.600006,197.600006,193.75,193.929993,1070400,193.929993
2015-12-23,197.309998,198.419998,196.289993,196.529999,1422300,196.529999
2015-12-22,198.089996,198.50,195.169998,197.029999,2024700,197.029999
2015-12-21,193.800003,198.690002,193.639999,197.440002,2695100,197.440002
2015-12-18,195.539993,196.380005,190.880005,191.919998,3451600,191.919998
2015-12-17,200.720001,201.259995,196.820007,196.940002,2741700,196.940002
2015-12-16,201.070007,201.300003,197.110001,199.339996,3268100,199.339996
2015-12-15,196.00,200.889999,195.240005,199.130005,3635700,199.130005
2015-12-14,193.889999,196.089996,193.320007,193.889999,3223500,193.889999
2015-12-11,196.100006,197.00,193.009995,193.679993,3652300,193.679993
2015-12-10,201.710007,201.970001,197.679993,200.009995,3123600,200.009995
2015-12-09,204.00,205.00,200.009995,200.460007,3363800,200.460007
2015-12-08,204.289993,206.520004,200.690002,205.020004,3924300,205.020004
2015-12-07,207.990005,211.740005,207.770004,208.539993,3422900,208.539993
2015-12-04,208.00,210.029999,206.559998,208.300003,3465300,208.300003
2015-12-03,213.25,215.199997,205.830002,207.479996,4226000,207.479996
2015-12-02,213.850006,214.529999,210.550003,211.360001,4005600,211.360001
2015-12-01,213.389999,214.110001,210.009995,214.110001,6629500,214.110001
2015-11-30,206.210007,217.970001,202.550003,217.970001,25857600,217.970001
2015-11-27,200.229996,205.759995,198.699997,205.580002,3278900,205.580002
2015-11-25,204.960007,207.580002,200.699997,201.800003,3843000,201.800003
2015-11-24,206.75,207.50,202.809998,205.330002,3333700,205.330002
2015-11-23,206.809998,209.00,205.259995,207.460007,3633500,207.460007
2015-11-20,208.300003,209.610001,206.25,206.690002,3749000,206.690002
2015-11-19,204.649994,210.899994,204.649994,207.800003,5391300,207.800003
2015-11-18,196.710007,204.820007,196.520004,204.729996,4569800,204.729996
2015-11-17,199.419998,200.00,195.75,196.830002,2443700,196.830002
2015-11-16,192.039993,201.240005,191.00,198.720001,4217000,198.720001
2015-11-13,195.610001,197.130005,192.850006,193.949997,4097100,193.949997
2015-11-12,198.800003,200.860001,197.539993,198.139999,3158900,198.139999
2015-11-11,198.199997,202.990005,196.300003,199.490005,4544100,199.490005
2015-11-10,193.139999,198.449997,189.550003,196.990005,4368500,196.990005
2015-11-09,198.649994,200.279999,193.009995,194.009995,3998600,194.009995
2015-11-06,197.25,200.389999,196.50,200.300003,3792600,200.300003
2015-11-05,198.070007,200.979996,194.699997,198.910004,3941600,198.910004
2015-11-04,194.210007,199.399994,194.210007,197.919998,4720600,197.919998
2015-11-03,194.50,198.320007,192.039993,192.50,6053400,192.50
2015-11-02,185.399994,195.809998,185.389999,195.190002,6635800,195.190002
2015-10-30,176.880005,189.550003,175.899994,187.470001,12645500,187.470001
2015-10-29,172.539993,172.699997,167.889999,168.990005,5011600,168.990005
2015-10-28,173.279999,174.479996,167.660004,172.539993,4874700,172.539993
2015-10-27,168.789993,174.75,168.610001,173.860001,6576700,173.860001
2015-10-26,169.470001,172.990005,165.830002,166.240005,9115700,166.240005
2015-10-23,158.899994,159.869995,156.059998,157.600006,4210000,157.600006
2015-10-22,150.770004,154.839996,150.309998,153.50,2156100,153.50
2015-10-21,152.220001,152.490005,147.619995,149.630005,3045500,149.630005
2015-10-20,154.820007,154.979996,151.520004,153.210007,2971700,153.210007
2015-10-19,150.50,155.860001,149.039993,154.679993,3966800,154.679993
2015-10-16,149.399994,152.380005,147.860001,151.00,3638500,151.00
2015-10-15,147.039993,150.300003,145.660004,150.240005,3583600,150.240005
2015-10-14,146.50,146.850006,144.119995,145.020004,2374300,145.020004
2015-10-13,142.190002,147.229996,142.110001,146.50,2692600,146.50
2015-10-12,145.520004,145.940002,142.029999,144.070007,2427700,144.070007
2015-10-09,142.029999,144.770004,141.309998,144.220001,2853300,144.220001
2015-10-08,144.00,144.169998,139.899994,141.259995,5545200,141.259995
2015-10-07,146.00,149.00,143.809998,144.770004,6807000,144.770004
2015-10-06,149.279999,154.470001,148.130005,149.800003,3181800,149.800003
2015-10-05,149.550003,150.380005,145.50,149.619995,3757000,149.619995
2015-10-02,136.600006,149.089996,136.309998,148.509995,6158900,148.509995
2015-10-01,138.320007,138.779999,135.309998,137.529999,2997700,137.529999
2015-09-30,136.860001,139.600006,136.009995,137.410004,2625600,137.410004
2015-09-29,133.089996,137.720001,132.009995,136.679993,3389100,136.679993
2015-09-28,133.009995,135.410004,132.360001,133.059998,4045400,133.059998
2015-09-25,135.410004,135.839996,133.050003,134.339996,3530500,134.339996
2015-09-24,131.350006,133.820007,130.770004,132.589996,4840500,132.589996
2015-09-23,137.839996,137.970001,132.240005,132.369995,4571200,132.369995
2015-09-22,139.149994,139.589996,135.399994,136.119995,4429000,136.119995
2015-09-21,143.910004,144.570007,140.509995,140.839996,2888500,140.839996
2015-09-18,144.220001,146.00,142.270004,142.570007,3282600,142.570007
2015-09-17,149.100006,151.289993,146.649994,147.059998,5176600,147.059998
2015-09-16,144.699997,151.449997,144.149994,150.350006,4838100,150.350006
2015-09-15,140.00,144.059998,139.100006,141.399994,4437600,141.399994
2015-09-14,143.919998,143.979996,140.020004,141.270004,3794500,141.270004
2015-09-11,146.619995,146.619995,142.520004,144.029999,4924400,144.029999
2015-09-10,149.199997,149.860001,145.800003,146.75,3710300,146.75
2015-09-09,150.25,153.419998,149.009995,150.110001,2878300,150.110001
2015-09-08,151.339996,152.869995,146.029999,148.179993,4899800,148.179993
2015-09-04,146.210007,147.690002,144.149994,146.00,3378900,146.00
2015-09-03,149.00,149.639999,146.270004,149.080002,2983700,149.080002
2015-09-02,146.059998,148.160004,143.759995,148.149994,1946200,148.149994
2015-09-01,142.929993,147.429993,142.699997,143.570007,4561900,143.570007
2015-08-31,152.440002,153.339996,146.100006,147.25,3381100,147.25
2015-08-28,150.169998,153.759995,150.00,152.130005,3983800,152.130005
2015-08-27,147.25,152.979996,147.110001,152.059998,5880100,152.059998
2015-08-26,139.899994,143.330002,136.059998,142.399994,8315600,142.399994
2015-08-25,149.699997,153.179993,135.610001,136.990005,8449600,136.990005
2015-08-24,125.150002,146.949997,100.00,141.080002,11160600,141.080002
2015-08-21,154.449997,157.990005,152.759995,152.910004,6364900,152.910004
2015-08-20,160.410004,161.240005,157.199997,157.399994,5381700,157.399994
2015-08-19,165.100006,165.679993,160.270004,162.889999,5767300,162.889999
2015-08-18,164.059998,168.509995,163.759995,166.110001,4112000,166.110001
2015-08-17,163.550003,167.949997,163.509995,167.429993,3359700,167.429993
2015-08-14,160.800003,166.240005,160.539993,164.240005,5062300,164.240005
2015-08-13,162.660004,163.699997,160.050003,160.889999,4683600,160.889999
2015-08-12,164.520004,164.729996,156.800003,160.820007,10247600,160.820007
2015-08-11,173.690002,174.039993,166.309998,167.940002,5257500,167.940002
2015-08-10,177.830002,179.059998,175.00,176.850006,3055400,176.850006
2015-08-07,175.210007,177.220001,173.75,176.080002,3942300,176.080002
2015-08-06,172.699997,176.229996,172.559998,174.460007,4397300,174.460007
2015-08-05,171.679993,173.759995,171.300003,172.740005,3260900,172.740005
2015-08-04,168.600006,170.449997,167.779999,170.320007,2620000,170.320007
2015-08-03,170.820007,171.669998,166.100006,169.139999,5375900,169.139999
2015-07-31,174.50,175.75,172.509995,172.660004,4180800,172.660004
2015-07-30,172.50,175.679993,171.339996,174.470001,7029000,174.470001
2015-07-29,169.199997,170.240005,167.139999,170.009995,8317600,170.009995
2015-07-28,172.600006,172.809998,162.00,168.029999,27423400,168.029999
2015-07-27,197.850006,199.940002,195.110001,197.679993,9580200,197.679993
2015-07-24,209.910004,210.00,205.25,206.25,3450200,206.25
2015-07-23,207.320007,209.75,206.50,207.630005,3469000,207.630005
2015-07-22,201.660004,206.839996,200.520004,205.740005,3418300,205.740005
2015-07-21,199.490005,203.479996,198.229996,202.399994,2580100,202.399994
2015-07-20,199.550003,201.639999,197.229996,199.610001,2896500,199.610001
2015-07-17,194.679993,200.800003,194.380005,198.440002,5829500,198.440002
2015-07-16,189.020004,190.660004,187.830002,190.100006,2345400,190.100006
2015-07-15,189.910004,190.710007,185.75,186.580002,4048500,186.580002
2015-07-14,193.270004,194.460007,191.220001,191.279999,1773200,191.279999
2015-07-13,189.899994,194.830002,188.080002,193.270004,4051100,193.270004
2015-07-10,191.289993,191.50,187.690002,187.75,3043400,187.75
2015-07-09,192.699997,192.979996,187.179993,187.570007,5391600,187.570007
2015-07-08,179.529999,187.399994,178.809998,184.580002,6451100,184.580002
2015-07-07,185.289993,188.600006,180.539993,187.539993,6249200,187.539993
2015-07-06,193.00,194.070007,188.020004,189.029999,4576600,189.029999
2015-07-02,198.360001,198.779999,195.350006,197.029999,1817300,197.029999
2015-07-01,200.589996,200.669998,196.070007,198.710007,2883200,198.710007
2015-06-30,203.589996,204.330002,198.889999,199.080002,2516000,199.080002
2015-06-29,199.929993,202.990005,198.199997,200.50,2411600,200.50
2015-06-26,205.00,206.320007,202.75,203.360001,3064100,203.360001
2015-06-25,209.440002,210.490005,207.199997,207.550003,1652900,207.550003
2015-06-24,211.889999,212.330002,209.119995,210.320007,1658000,210.320007
2015-06-23,211.00,212.160004,208.809998,211.979996,1894100,211.979996
2015-06-22,212.50,214.220001,209.130005,209.639999,1991400,209.639999
